Group,Artifact,Version,Packaging,Repository
io.qonversion.android.sdk,sdk,8.0.1,aar,Maven Central
io.antmedia,webrtc-android-framework,2.10.0,aar,Maven Central
io.commented.android,commented,1.1.4,aar,Maven Central
com.aliyun.rum,alibabacloud-android-rum-sdk,0.2.1-beta.3,aar,Maven Central
net.aihelp,android-aihelp-aar,5.1.0,aar,Maven Central
com.chat2desk,chat2desk_sdk-android,1.4.0,aar,Maven Central
com.sensorsdata.analytics.android,sa-agp-v7_3,4.0.3,jar,Maven Central
com.sensorsdata.analytics.android,sa-agp-legacy,4.0.3,jar,Maven Central
com.sensorsdata.analytics.android,sa-agp-compat,4.0.3,jar,Maven Central
com.sensorsdata.analytics.android,sa-agp-api,4.0.3,jar,Maven Central
com.sensorsdata.analytics.android,SensorsAnalyticsSDK,6.8.2,aar,Maven Central
com.sensorsdata.analytics.android,webview,0.3.2,aar,Maven Central
com.sensorsdata.analytics.android,visual,0.3.2,aar,Maven Central
com.sensorsdata.analytics.android,res_en,0.3.2,aar,Maven Central
com.sensorsdata.analytics.android,res_cn,0.3.2,aar,Maven Central
com.sensorsdata.analytics.android,push,0.3.2,aar,Maven Central
com.sensorsdata.analytics.android,exposure,0.3.2,aar,Maven Central
com.sensorsdata.analytics.android,encrypt,0.3.2,aar,Maven Central
com.sensorsdata.analytics.android,autoTrack,0.3.2,aar,Maven Central
com.sensorsdata.analytics.android,advert,0.3.2,aar,Maven Central
com.sensorsdata.analytics.android,core,0.3.2,aar,Maven Central
com.sensorsdata.analytics.android,common,0.3.2,aar,Maven Central
io.falu,falu-android,3.0.1,aar,Maven Central
io.cobrowse,cobrowse-sdk-android-compose-ui,2.34.1,aar,Maven Central
io.cobrowse,cobrowse-sdk-android,2.34.1,aar,Maven Central
org.maplibre.gl,android-sdk,11.0.2-pre0,aar,Maven Central
com.bugsnag,bugsnag-plugin-android-okhttp,6.6.1,aar,Maven Central
com.bugsnag,bugsnag-plugin-android-ndk,6.6.1,aar,Maven Central
com.bugsnag,bugsnag-plugin-android-exitinfo,6.6.1,aar,Maven Central
com.bugsnag,bugsnag-plugin-android-anr,6.6.1,aar,Maven Central
com.bugsnag,bugsnag-android-core,6.6.1,aar,Maven Central
com.bugsnag,bugsnag-android,6.6.1,aar,Maven Central
com.dynatrace.agent,android-replay-agent,8.295.1.1006,aar,Maven Central
com.dynatrace.tools.android,gradle-plugin,8.295.1.1006,jar,Maven Central
com.dynatrace.agent,agent-android,8.295.1.1006,aar,Maven Central
io.castled.android,castled-notifications,2.5.7,aar,Maven Central
io.castled.android,castled-mipush,2.5.7,aar,Maven Central
co.moengage,moe-android-sdk,13.03.00,aar,Maven Central
com.moengage,moe-android-sdk,13.03.00,aar,Maven Central
fm.feed.android,player-sdk,6.10.0,aar,Maven Central
fm.feed.android,player-sdk-exoAmzn,6.10.0,aar,Maven Central
fm.feed.android,player-sdk-exo2171,6.10.0,aar,Maven Central
fm.feed.android,player-sdk-exo2161,6.10.0,aar,Maven Central
fm.feed.android,player-sdk-exo2151,6.10.0,aar,Maven Central
fm.feed.android,player-sdk-exo2141,6.10.0,aar,Maven Central
fm.feed.android,player-sdk-exo2131,6.10.0,aar,Maven Central
ir.smartech.intrack,android-sdk,2.6.4,aar,Maven Central
com.adjust.sdk,adjust-android-xiaomi-referrer,4.38.5,aar,Maven Central
com.adjust.sdk,adjust-android-webbridge,4.38.5,aar,Maven Central
com.adjust.sdk,adjust-android-vivo-referrer,4.38.5,aar,Maven Central
com.adjust.sdk,adjust-android-trademob,4.38.5,aar,Maven Central
com.adjust.sdk,adjust-android-sociomantic,4.38.5,aar,Maven Central
com.adjust.sdk,adjust-android-samsung-referrer,4.38.5,aar,Maven Central
com.adjust.sdk,adjust-android-samsung-clouddev,4.38.5,aar,Maven Central
com.adjust.sdk,adjust-android-oaid,4.38.5,aar,Maven Central
com.adjust.sdk,adjust-android-imei,4.38.5,aar,Maven Central
com.adjust.sdk,adjust-android-criteo,4.38.5,aar,Maven Central
com.adjust.sdk,adjust-android,4.38.5,aar,Maven Central
com.shepeliev,webrtc-kmp-android,0.125.0,aar,Maven Central
com.shepeliev,webrtc-kmp-android-debug,0.125.0,aar,Maven Central
money.spense,sbm-library-android,0.1.4,aar,Maven Central
io.github.linx-opennetwork,sdn-sdk-android,0.3.5,aar,Maven Central
com.yandex.android,authsdk,3.1.1,aar,Maven Central
io.livekit,livekit-android-test,2.5.0,aar,Maven Central
io.livekit,livekit-android-camerax,2.5.0,aar,Maven Central
com.com2us.android.hive,hive-iapv4-market-samsung,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-iapv4-market-onestore,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-iapv4-market-lebi,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-iapv4-market-onestore-v4,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-iapv4-market-huawei,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-iapv4-market-hivestore,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-iapv4-market-google,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-iapv4-market-amazon,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-authv4-provider-weverse,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-authv4-provider-wechat,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-authv4-provider-vk,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-authv4-provider-qq,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-authv4-provider-line,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-authv4-provider-huawei,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-authv4-provider-hive-membership,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-authv4-provider-google-signin,24.2.0,aar,Maven Central
money.spense,spense-library-android,0.1.5,aar,Maven Central
com.com2us.android.hive,hive-authv4-provider-google-playgames,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-authv4-provider-facebook,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-authv4-provider-apple-signin,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-analytics-provider-singular,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-analytics-provider-firebase,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-analytics-provider-appsflyer,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-analytics-provider-adjust,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-service-google-base,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-ui-languagepack,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-push-google-fcm,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-push-amazon-adm,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-promotion-google-inappreview,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-plugin-java,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-plugin-c2s,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-iapv4-repayment,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-authv4-real-name-verification,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-authv4-google-recaptcha,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-authv4-google-inappupdate,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-authv4-device-management,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-analytics-consent-mode,24.2.0,aar,Maven Central
com.com2us.android.hive,hive-iapv4-base,24.2.0,aar,Maven Central
io.adtrace,android-sdk-plugin-xiaomi,2.6.0,aar,Maven Central
io.adtrace,android-sdk-plugin-vivo,2.6.0,aar,Maven Central
io.adtrace,android-sdk-plugin-samsung,2.6.0,aar,Maven Central
io.adtrace,android-sdk-plugin-webbridge,2.6.0,aar,Maven Central
io.adtrace,android-sdk-plugin-oaid,2.6.0,aar,Maven Central
io.adtrace,android-sdk-plugin-imei,2.6.0,aar,Maven Central
io.adtrace,android-sdk,2.6.0,aar,Maven Central
com.newrelic.agent.android,instrumentation,7.5.0,jar,Maven Central
com.liveperson.android,ui,5.22.0,aar,Maven Central
com.liveperson.android,monitoring,5.22.0,aar,Maven Central
com.liveperson.android,messaging_ui,5.22.0,aar,Maven Central
com.liveperson.android,messaging,5.22.0,aar,Maven Central
com.liveperson.android,infra,5.22.0,aar,Maven Central
com.liveperson.android,lp_messaging_sdk,5.22.0,aar,Maven Central
com.riskified,android-sdk,1.9.3,aar,Maven Central
com.bugsnag,bugsnag-android-ndk,5.32.3,aar,Maven Central
com.blueconic,blueconic-android-lib,5.2.2,aar,Maven Central
com.kameleoon,kameleoon-client-android,4.2.1,aar,Maven Central
com.dxmdp.android,adbuilder,2.4.5,aar,Maven Central
com.dxmdp.android,datamanagerprovider,2.4.5,aar,Maven Central
com.com2us.android.hive,hive-iapv4-market-facebook-cloudgame,24.1.2,aar,Maven Central
com.com2us.android.hive,hive-authv4-provider-facebook-cloudgame,24.1.2,aar,Maven Central
com.com2us.android.hive,hive-push-facebook-cloudgame-a2u,24.1.2,aar,Maven Central
com.devbrackets.android,annores,1.0.1,aar,Maven Central
com.paystack.android,paystack-ui,0.0.9,aar,Maven Central
com.paystack.android,paystack-core,0.0.9,aar,Maven Central
com.glia,webrtc-android,m123.6312,aar,Maven Central
io.github.tempo-platform,tempo-android-sdk,1.5.5,aar,Maven Central
io.qtjambi,qtjambi-plugin-qsqljdbc-native-android-common,6.7.2,jar,Maven Central
net.trustly,trustly-android-sdk,3.2.2,aar,Maven Central
com.zendrive.sdk.android,ZendriveSDK-testing,10.1.0,aar,Maven Central
com.zendrive.sdk.android,ZendriveSDK-HMS,10.1.0,aar,Maven Central
com.zendrive.sdk.android,ZendriveSDK,10.1.0,aar,Maven Central
io.github.tempo-platform,tempo-android-applovin-adapter,1.6.2,aar,Maven Central
io.github.tempo-platform,tempo-android-ironsource-adapter,1.6.2,aar,Maven Central
com.joinforage,forage-android,4.0.1,aar,Maven Central
com.swrve.sdk.android,swrve-huawei-beta,10.15.2-beta1,aar,Maven Central
com.swrve.sdk.android,swrve-firebase-beta,10.15.2-beta1,aar,Maven Central
com.swrve.sdk.android,swrve-beta,10.15.2-beta1,aar,Maven Central
com.swrve.sdk.android,swrve-conversations-beta,10.15.2-beta1,aar,Maven Central
com.swrve.sdk.android,swrve-common-beta,10.15.2-beta1,aar,Maven Central
com.surveymonkey,surveymonkey-android-sdk,3.0.5,aar,Maven Central
com.push-pole.android,pushpolesdk,2.0.0-beta05,aar,Maven Central
com.mind.api,mind-android-sdk,5.12.0,aar,Maven Central
com.ometria,android-sdk,1.7.1,aar,Maven Central
com.tencentcloudapi.cls,tencentcloud-cls-sdk-android,1.0.13,aar,Maven Central
com.tencentcloudapi.cls,cls-network-diagnosis-reporter-android,1.0.13,aar,Maven Central
com.usebutton,android-sdk,7.1.1,aar,Maven Central
com.glia,android-widgets,2.6.1,aar,Maven Central
io.dfinery,android-sdk,2.5.1.2,aar,Maven Central
ru.yoomoney.sdk.core-api,core-api-android-sdk,1.3.1,aar,Maven Central
com.truecaller.android.sdk,truecaller-sdk,3.1.0,aar,Maven Central
io.github.bumptechlab,adjust-android-webbridge,4.38.4.4,aar,Maven Central
io.github.bumptechlab,adjust-android-xiaomi-referrer,4.38.4.4,aar,Maven Central
io.github.bumptechlab,adjust-android,4.38.4.4,aar,Maven Central
io.github.bumptechlab,adjust-android-criteo,4.38.4.4,aar,Maven Central
io.github.bumptechlab,adjust-android-imei,4.38.4.4,aar,Maven Central
io.github.bumptechlab,adjust-android-oaid,4.38.4.4,aar,Maven Central
io.github.bumptechlab,adjust-android-samsung-referrer,4.38.4.4,aar,Maven Central
io.github.bumptechlab,adjust-android-sociomantic,4.38.4.4,aar,Maven Central
io.github.bumptechlab,adjust-android-trademob,4.38.4.4,aar,Maven Central
io.github.bumptechlab,adjust-android-vivo-referrer,4.38.4.4,aar,Maven Central
com.unblu.mobile-sdk-android,mobilecobrowsingmodule,4.9.6,aar,Maven Central
com.unblu.mobile-sdk-android,livekitmodule,4.9.6,aar,Maven Central
com.unblu.mobile-sdk-android,firebasenotificationmodule,4.9.6,aar,Maven Central
com.unblu.mobile-sdk-android,coresdk,4.9.6,aar,Maven Central
com.unblu.mobile-sdk-android,callmodule,4.9.6,aar,Maven Central
org.khronos.openxr,openxr_loader_for_android,1.1.38,aar,Maven Central
com.amplitude,session-replay-android,0.6.5,aar,Maven Central
com.amplitude,plugin-session-replay-android,0.6.5,aar,Maven Central
com.amplitude,middleware-session-replay-android,0.6.5,aar,Maven Central
com.wultra.android.powerauth,powerauth-sdk,1.8.1,aar,Maven Central
com.appsflyer,af-android-sdk,6.14.2,aar,Maven Central
com.aureusapps.android,providerfile,1.0.1,aar,Maven Central
com.metamap,android-sdk,3.41.2,aar,Maven Central
com.liveperson.android,lp_structured_content,2.6.5,aar,Maven Central
io.trysiren,sirenapp-android-inbox,1.0.0,aar,Maven Central
com.trackier,android-sdk,1.6.59,aar,Maven Central
com.hinadt.hicloud.android,HinaCloudSDK,4.0.2,aar,Maven Central
com.yoti.mobile.android.sdk,yoti-sdk-mrtd,3.4.0,aar,Maven Central
com.yoti.mobile.android.sdk,yoti-sdk-liveness-zoom,3.4.0,aar,Maven Central
com.yoti.mobile.android.sdk,yoti-sdk-doc-scan-sup,3.4.0,aar,Maven Central
com.yoti.mobile.android.sdk,yoti-sdk-doc-scan-slim,3.4.0,aar,Maven Central
com.yoti.mobile.android.sdk,yoti-sdk-doc-scan,3.4.0,aar,Maven Central
com.yoti.mobile.android.sdk,yoti-sdk-facecapture-unbundled,3.4.0,aar,Maven Central
com.yoti.mobile.android.sdk,yoti-sdk-facecapture,3.4.0,aar,Maven Central
com.yoti.mobile.android.sdk,yoti-sdk-doc-scan-core,3.4.0,aar,Maven Central
com.yoti.mobile.android.sdk,yoti-sdk-liveness-core,3.4.0,aar,Maven Central
com.yoti.mobile.android.sdk,yoti-sdk-core,3.4.0,aar,Maven Central
com.yoti.mobile.android.sdk,yoti-sdk-ui,3.4.0,aar,Maven Central
com.yoti.mobile.android.sdk,yoti-sdk-remote,3.4.0,aar,Maven Central
com.yoti.mobile.android.sdk,yoti-sdk-common,3.4.0,aar,Maven Central
com.yoti.mobile.android.sdk,yoti-sdk-analytics-core,3.4.0,aar,Maven Central
com.growingio.android,autotracker-gradle-plugin,4.3.0,jar,Maven Central
io.github.nova-wallet,substrate-sdk-android,2.1.2,aar,Maven Central
com.sensorsdata.analytics.android,SensorsAnalyticsSDK-TV,6.0.5-tv,aar,Maven Central
io.getstream,stream-webrtc-android-bom,1.1.3,jar,Maven Central
io.github.aliyun-sls,sls-android-network-diagnosis,2.2.4,aar,Maven Central
de.fabmax,physx-jni-android,2.4.0,aar,Maven Central
com.auth0.android,auth0,2.11.0,aar,Maven Central
com.openmobilehub.android.maps,plugin-azuremaps,2.1.1,aar,Maven Central
com.com2us.android.adiz,hive-adiz-adapter-unityads,2.0.0,aar,Maven Central
com.com2us.android.adiz,hive-adiz-adapter-pangle,2.0.0,aar,Maven Central
com.com2us.android.adiz,hive-adiz-adapter-applovin,2.0.0,aar,Maven Central
io.github.chr56,android-storage-utilities,0.3.1,aar,Maven Central
ai.picovoice,orca-android,0.2.1,aar,Maven Central
com.swrve.sdk.android,swrve-huawei,10.15.1,aar,Maven Central
com.swrve.sdk.android,swrve-firebase,10.15.1,aar,Maven Central
com.swrve.sdk.android,swrve,10.15.1,aar,Maven Central
com.swrve.sdk.android,swrve-conversations,10.15.1,aar,Maven Central
com.swrve.sdk.android,swrve-common,10.15.1,aar,Maven Central
io.github.boswelja.markdown,material3-android,1.1.0,aar,Maven Central
io.github.boswelja.markdown,core-android,1.1.0,aar,Maven Central
com.sap.oss.gigya-android-sdk,sdk-core,7.0.11,aar,Maven Central
com.tenjin,android-sdk,1.16.4,aar,Maven Central
com.apptentive,apptentive-kit-android,6.8.0,aar,Maven Central
ai.tabby,tabby-android,1.1.8,aar,Maven Central
com.clevertap.android,clevertap-signedcall-sdk,0.0.6.2-m2p-beta,aar,Maven Central
com.tencent.iot.video,video-link-android,2.4.39,aar,Maven Central
com.tencent.iot.thirdparty.android,xp2p-sdk,2.4.49,aar,Maven Central
com.openmobilehub.android.maps,plugin-mapbox,2.1.0,aar,Maven Central
com.openmobilehub.android.maps,plugin-openstreetmap,2.1.0,aar,Maven Central
com.openmobilehub.android.maps,plugin-googlemaps,2.1.0,aar,Maven Central
com.openmobilehub.android.maps,core,2.1.0,aar,Maven Central
com.cmcim.uprtc.android,uprtc,2.2.1,aar,Maven Central
io.github.tempo-platform,tempo-android-dependencies,0.0.3-rc.1,aar,Maven Central
com.nhncloud.android,nhncloud-push-notification,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-push-fcm,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-push-core,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-push-analytics,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-push-adm,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-ocr-ui,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-ocr-detector,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-ocr-core,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-ocr-common,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-ocr-camera,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-ocr-api,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-ocr,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-idcard-recognizer,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-idcard-authenticator,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-creditcard-recognizer,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-sdk,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-logger,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-iap-onestore-v21-ktx,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-iap-onestore-v21,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-iap-onestore-v19-ktx,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-iap-onestore-v19,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-iap-onestore-v16-ktx,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-iap-onestore-v16,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-iap-onestore-ktx,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-iap-onestore-external-ktx,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-iap-onestore-external,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-iap-onestore,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-iap-mycard-ktx,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-iap-mycard,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-iap-huawei-ktx,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-iap-huawei,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-iap-google-ktx,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-iap-google,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-iap-galaxy-ktx,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-iap-galaxy,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-iap-core-ktx,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-iap-core,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-iap-amazon-ktx,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-iap-amazon,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-crash-reporter-ndk,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-core,1.9.0,aar,Maven Central
com.nhncloud.android,nhncloud-common,1.9.0,aar,Maven Central
com.apphud,ApphudSDK-Android,2.6.6,aar,Maven Central
com.khalti,checkout-android,0.06.00,aar,Maven Central
com.mangopay.android,vault,1.0.4,aar,Maven Central
