Group,Artifact,Version,Packaging,Repository
ly.count,sdk-android,14.12,jar,Maven Central
it.sephiroth.android.library.ab,ab-test,2.0.5,aar,Maven Central
com.inkapplications,android-logger,1.1.0,jar,Maven Central
hr.simplesource,android-toolbelt,0.0.1,aar,Maven Central
com.droidkit,actors-android,0.6.1,aar,Maven Central
com.loopeer.android,bootstrap,2.0.2,aar,Maven Central
com.klinkerapps,android-actionbutton,1.0.1,aar,Maven Central
io.divide,client-android,0.5.3,aar,Maven Central
net.sf.androidscents.signature,android-api-level-19,4.4.2_r4,pom,Maven Central
net.sf.androidscents.signature,android-api-level-18,4.3.1_r3,pom,Maven Central
net.sf.androidscents.signature,android-api-level-17,4.2.2_r3,pom,Maven Central
net.sf.androidscents.signature,android-api-level-16,4.1.2_r5,pom,Maven Central
net.sf.androidscents.signature,android-api-level-15,4.0.3_r5,pom,Maven Central
net.sf.androidscents.signature,android-api-level-14,4.0_r4,pom,Maven Central
com.measurence,measurence-android-sdk,0.1.2,aar,Maven Central
com.github.yoojia,android-snippet,1.2,aar,Maven Central
com.robbypond,android-ColorPickerPreference,1.11.1,aar,Maven Central
com.octo.android.robospice,robospice-ui-spicelist-parent,1.4.14,pom,Maven Central
com.octo.android.robospice,robospice-okhttp-parent,1.4.14,pom,Maven Central
com.octo.android.robospice,robospice-ormlite-parent,1.4.14,pom,Maven Central
com.octo.android.robospice,robospice-retrofit-parent,1.4.14,pom,Maven Central
com.octo.android.robospice,robospice-google-http-client-parent,1.4.14,pom,Maven Central
com.octo.android.robospice,robospice-core-parent,1.4.14,pom,Maven Central
com.octo.android.robospice,robospice-cache-parent,1.4.14,pom,Maven Central
com.inkapplications,android-preferences,1.1.0,aar,Maven Central
com.appaloosa-store,appaloosa-android-sdk,1.0.4,aar,Maven Central
net.zaim.android,decoratecalendarview,0.2.3,aar,Maven Central
com.uncopt,android.justified,1.3,jar,Maven Central
com.bingzer.android,butler,1.0.0,aar,Maven Central
com.sopinet,android-mediauploader,2.0.4,aar,Maven Central
ninja.ugly,android-prevail,0.2.4,aar,Maven Central
net.sf.androidscents.signature,android-api-level-L,L_r1,pom,Maven Central
net.sf.androidscents.signature,android-api-level-20,4.4W_r1,pom,Maven Central
com.pushbullet,android-extensions,1.0.4,aar,Maven Central
com.uphyca,android-junit4,0.5,jar,Maven Central
com.github.darekxan,android-styled-dialogs,1.1.3-darekxan,aar.asc,Maven Central
com.noveogroup.android,highlightify,0.1,aar,Maven Central
com.sopinet,android-nethelper,1.0.2,aar,Maven Central
it.sephiroth.android.library.fork.slideexpandable,slideexpandable,1.0.3.1,aar,Maven Central
it.sephiroth.android.library.fork.slideexpandable,library,1.0.1,aar,Maven Central
it.sephiroth.android.library.disklrumulticache,library,1.0.1,aar,Maven Central
net.niiranen,Android-GenericFilter,1.0.2,aar,Maven Central
com.inkapplications,android-navigation,1.0.0,jar,Maven Central
org.mapsforge,svg-android,0.4.3,jar,Maven Central
it.sephiroth.android.library.disklruimagecache,DiskLruImageCache,1.0.2,aar,Maven Central
it.sephiroth.android.library.exif,demo,2.97.4,N/A,Maven Central
it.sephiroth.android.library.exif,library-native,2.97.4,jar,Maven Central
it.sephiroth.android.library.exif,library-java,2.97.4,aar,Maven Central
com.inkapplications,android-standard,1.0.2,jar,Maven Central
com.alexvasilkov,android_sign,0.2,jar,Maven Central
it.sephiroth.android.library.horizontallistview,library,1.2.1,aar,Maven Central
com.google.code.ndef-tools-for-android,parent,1.2.4,pom,Maven Central
it.sephiroth.android.library.subtlerater,demo,1.0.0,apk,Maven Central
com.github.itsmechlark,android-times-square-sample,1.1.1,apk,Maven Central
com.github.itsmechlark,android-times-square,1.1.1,apklib,Maven Central
com.github.itsmechlark,android-times-square-parent,1.1.1,pom,Maven Central
eu.rekisoft.android,uiworker,1.0.1,jar,Maven Central
eu.rekisoft.android,lazyworker,1.0.0,jar,Maven Central
com.thinkfree.android,dexdex,0.1.5.1,jar,Maven Central
com.github.techisfun,android-color-picker,0.2,aar.asc,Maven Central
it.sephiroth.android.library.picasso,picasso-sample,2.1.6,N/A,Maven Central
it.sephiroth.android.library.imagezoom,library,1.0.4,aar,Maven Central
it.sephiroth.android.library.easing,library,1.0.2,aar,Maven Central
com.andrearichiardi.android,ava-sample,0.0.2,apk,Maven Central
net.pocorall,pocorall-android-scala-base-pom,1.2,pom,Maven Central
com.aranea-apps.android.libs,awesome-drawable-parent,1.0.0,pom,Maven Central
be.billington.android.light-sensitive-color,parent,1.0.1,pom,Maven Central
it.sephiroth.android.library.media,library-native,2.97,jar,Maven Central
it.sephiroth.android.library.media,library-java,2.97,aar,Maven Central
it.sephiroth.android.library.ab,library,2.0.2,aar,Maven Central
com.googlecode.jinahya,android-api-signature-19,1.0,jar,Maven Central
com.sledsoft.android,volley,0.1,aar.asc,Maven Central
se.emilsjolander,android-flipview,1.1.0,aar,Maven Central
com.stanfy.mattock,android-lib-dep,1.0,aar,Maven Central
com.stanfy.mattock,android-lib,1.0,aar,Maven Central
com.github.hoary.ffmpeg,FFmpeg-android-arm,2.0.1.1,jar,Maven Central
asia.ivity.android,drag-sort-listview,1.0,aar,Maven Central
asia.ivity.android,drag-sort-listview-apklib,1.0,apklib,Maven Central
com.wu-man,android-oauth-client-parent,0.0.2,pom,Maven Central
com.tojc.ormlite.android,ormlite-content-provider-parent,1.0.3,pom,Maven Central
com.googlecode.jinahya,android-api-signature-8,1.0,jar,Maven Central
com.googlecode.jinahya,android-api-signature-7,1.0,jar,Maven Central
com.googlecode.jinahya,android-api-signature-4,1.0,jar,Maven Central
com.googlecode.jinahya,android-api-signature-3,1.0,jar,Maven Central
com.googlecode.jinahya,android-api-signature-14,1.0.1,jar,Maven Central
com.googlecode.jinahya,android-api-signature-13,1.0,jar,Maven Central
com.googlecode.jinahya,android-api-signature-12,1.0,jar,Maven Central
com.googlecode.jinahya,android-api-signature-11,1.0,jar,Maven Central
net.sf.androidscents.signature,android-api-level-13,3.2_r1,pom,Maven Central
net.sf.androidscents.signature,android-api-level-12,3.1_r3,pom,Maven Central
net.sf.androidscents.signature,android-api-level-11,3.0_r2,pom,Maven Central
net.sf.androidscents.signature,android-api-level-10,2.3.3_r2,pom,Maven Central
net.sf.androidscents.signature,android-api-level-9,2.3.1_r2,pom,Maven Central
net.sf.androidscents.signature,android-api-level-8,2.2_r3,pom,Maven Central
net.sf.androidscents.signature,android-api-level-7,2.1_r3,pom,Maven Central
net.sf.androidscents.signature,android-api-level-6,2.0.1_r1,pom,Maven Central
net.sf.androidscents.signature,android-api-level-5,2.0_r1,pom,Maven Central
net.sf.androidscents.signature,android-api-level-4,1.6_r3,pom,Maven Central
net.sf.androidscents.signature,android-api-level-3,1.5_r4,pom,Maven Central
net.sf.androidscents.signature,android-api-level-2,1.1_r1,pom,Maven Central
net.sf.androidscents.signature,android-api-level-1,1.0_r2,pom,Maven Central
com.codeslap,android-dateslider,0.0.5,apklib,Maven Central
com.googlecode.jinahya,android-api-signature-15,1.0.2,jar,Maven Central
com.googlecode.jinahya,android-api-signature-10,1.0.2,jar,Maven Central
com.googlecode.jinahya,android-api-signature-18,1.0.1,jar,Maven Central
com.googlecode.jinahya,android-api-signature-17,1.0.1,jar,Maven Central
com.googlecode.jinahya,android-api-signature-16,1.0.1,jar,Maven Central
com.thinkfree.android,showlicense,0.1,jar,Maven Central
de.akquinet.android.archetypes,stand-archetype,0.0.1,maven-archetype,Maven Central
ru.nikitav.android.archetypes,release-robolectric,1.4,maven-archetype,Maven Central
ru.nikitav.android.archetypes,release,1.4,maven-archetype,Maven Central
jp.co.cyberagent.android.gpuimage,gpuimage-parent,1.1.1,pom,Maven Central
net.simonvt,android-datepicker,1.0.0,apklib,Maven Central
net.simonvt,android-timepicker,1.0.0,apklib,Maven Central
net.simonvt,android-calendarview,1.0.0,apklib,Maven Central
net.simonvt,android-numberpicker,1.0.0,apklib,Maven Central
net.sourceforge.jadex,jadex-android-parent,2.3,pom,Maven Central
org.jboss.arquillian.extension,arquillian-android-tests,1.0.0.Alpha2,jar,Maven Central
org.jboss.arquillian.extension,arquillian-android-depchain,1.0.0.Alpha2,pom,Maven Central
org.jboss.arquillian.extension,arquillian-android-build,1.0.0.Alpha2,pom,Maven Central
org.jboss.arquillian.extension,arquillian-android-parent,1.0.0.Alpha2,pom,Maven Central
org.jboss.arquillian.extension,arquillian-android-bom,1.0.0.Alpha2,pom,Maven Central
org.objectfabric,objectfabric-android,0.9.1,jar,Maven Central
org.solovyev.android,calculatorpp-test,1.5.2-b,jar,Maven Central
com.almworks.sqlite4java,libsqlite4java-android-armv7,0.282,so,Maven Central
com.android.ddmlib,ddmlib,r16,jar,Maven Central
com.android,common,r16,jar,Maven Central
com.android.prefs,androidprefs,r16,jar,Maven Central
com.teamcodeflux.android,fluxdroid,0.5.0,jar,Maven Central
org.scala-tools.sbt,sbt-android-plugin,0.6.0,jar,Maven Central
de.pribluda.android,jsonmarshaller,0.6,jar,Maven Central
it.tidalwave.bluebill,android-superpom,1.0-ALPHA-4,pom,Maven Central
it.tidalwave.bluebill,bluebill-android-modules,1.0-ALPHA-4,pom,Maven Central
it.tidalwave.steelblue,steelblue-android-modules,1.0,pom,Maven Central
org.coosproject.messaging,coos-android,1.3.1,jar,Maven Central
org.scala-tools,sbt-android-plugin,0.5.1,jar,Maven Central
org.scala-tools.sbt,sbt-android-plugin,0.5.1,jar,Maven Central
com.madgag,ssh-android,1.2,jar,Maven Central
org.scala-tools.sbt,android-plugin,0.4.1,jar,Maven Central
org.apache.tuscany.sca,tuscany-host-android,1.5,jar,Maven Central
com.dataroid.android,com.dataroid.android.gradle.plugin,3.11.0,pom,Maven Central
com.oneapm.agent.android,oneapm-android-agent,5.5.6.1,pom,Maven Central
com.faendir.rhino_android,rhino-android,1.6.0,pom,Maven Central
org.kodein.di,kodein-di-core-native_kodein_di_core_native_android_arm32,5.2.0,pom,Maven Central
org.kodein.di,kodein-di-conf-native_kodein_di_conf_native_android_arm64,5.2.0,pom,Maven Central
org.kodein.di,kodein-di-erased-native_kodein_di_erased_native_android_arm32,5.2.0,pom,Maven Central
org.kodein.di,kodein-di-core-native_kodein_di_core_native_android_arm64,5.2.0,pom,Maven Central
org.kodein.di,kodein-di-conf-native_kodein_di_conf_native_android_arm32,5.2.0,pom,Maven Central
org.kodein.di,kodein-di-erased-native_kodein_di_erased_native_android_arm64,5.2.0,pom,Maven Central
org.solovyev.android,calculatorpp-android-app,2.0.6,apk,Maven Central
com.googlecode.flickrj-android,flickrj-android,2.1.0,jar,Maven Central
it.tidalwave.fork.com.jayway.maven.plugins.android.generation2,maven-android-plugin,2.9.0-beta-5-fg-1,maven-plugin,Maven Central
it.tidalwave.bluebill.android,it-tidalwave-android-org-openrdf-sesame-model,2.2.3.7,jar,Maven Central
it.tidalwave.bluebill.android,it-tidalwave-android-it-tidalwave-semantic-io,1.0.9,jar,Maven Central
it.tidalwave.bluebill.android,bluebill-mobile-android-test-integration,0.15,apk,Maven Central
it.tidalwave.bluebill.android,bluebill-mobile-android-test-functional,0.15,apk,Maven Central
it.tidalwave.bluebill.android,bluebill-mobile-android,0.15,apk,Maven Central
it.tidalwave.bluebill.android,bluebill-mobile-android-plugin-xenocanto,0.11.1,apk,Maven Central
io.github.lyxnx.gradle.android-catalogs,io.github.lyxnx.gradle.android-catalogs.gradle.plugin,2024.07.19,pom,Maven Central
io.github.lyxnx.kradle.android-library,io.github.lyxnx.kradle.android-library.gradle.plugin,2.0.2,pom,Maven Central
io.github.lyxnx.kradle.android-config,io.github.lyxnx.kradle.android-config.gradle.plugin,2.0.2,pom,Maven Central
io.github.lyxnx.kradle.android-application,io.github.lyxnx.kradle.android-application.gradle.plugin,2.0.2,pom,Maven Central
ly.count.android.plugins.upload-symbols,ly.count.android.plugins.upload-symbols.gradle.plugin,24.7.1-RC1,pom,Maven Central
com.opentok.android,opentok-android-sdk,2.28.1,aar,Maven Central
com.kroger.gradle.published-android-library-conventions,com.kroger.gradle.published-android-library-conventions.gradle.plugin,1.1.0-alpha.1,pom,Maven Central
com.kroger.gradle.android-library-conventions,com.kroger.gradle.android-library-conventions.gradle.plugin,1.1.0-alpha.1,pom,Maven Central
com.kroger.gradle.android-application-conventions,com.kroger.gradle.android-application-conventions.gradle.plugin,1.1.0-alpha.1,pom,Maven Central
com.eygraber.conventions-android-library,com.eygraber.conventions-android-library.gradle.plugin,0.0.75,pom,Maven Central
com.deque.android,axe-devtools-android,5.5.1,aar,Maven Central
ru.astrainteractive.gradleplugin.android.publication,ru.astrainteractive.gradleplugin.android.publication.gradle.plugin,1.3.4,pom,Maven Central
ru.astrainteractive.gradleplugin.android.namespace,ru.astrainteractive.gradleplugin.android.namespace.gradle.plugin,1.3.4,pom,Maven Central
ru.astrainteractive.gradleplugin.android.core,ru.astrainteractive.gradleplugin.android.core.gradle.plugin,1.3.4,pom,Maven Central
ru.astrainteractive.gradleplugin.android.compose,ru.astrainteractive.gradleplugin.android.compose.gradle.plugin,1.3.4,pom,Maven Central
ru.astrainteractive.gradleplugin.android.apk.sign,ru.astrainteractive.gradleplugin.android.apk.sign.gradle.plugin,1.3.4,pom,Maven Central
ru.astrainteractive.gradleplugin.android.apk.name,ru.astrainteractive.gradleplugin.android.apk.name.gradle.plugin,1.3.4,pom,Maven Central
io.github.woody230.gradle.internal.android-library,io.github.woody230.gradle.internal.android-library.gradle.plugin,1.3.0,pom,Maven Central
io.github.woody230.gradle.internal.android-application,io.github.woody230.gradle.internal.android-application.gradle.plugin,1.3.0,pom,Maven Central
io.github.woody230.gradle.internal.android-desugar,io.github.woody230.gradle.internal.android-desugar.gradle.plugin,1.3.0,pom,Maven Central
pl.mkazik.core.android-lib,pl.mkazik.core.android-lib.gradle.plugin,0.0.3,pom,Maven Central
pl.mkazik.core.android-app,pl.mkazik.core.android-app.gradle.plugin,0.0.3,pom,Maven Central
com.freeletics.gradle.legacy.android,com.freeletics.gradle.legacy.android.gradle.plugin,0.14.0,pom,Maven Central
com.freeletics.gradle.domain.android,com.freeletics.gradle.domain.android.gradle.plugin,0.14.0,pom,Maven Central
com.freeletics.gradle.core.android,com.freeletics.gradle.core.android.gradle.plugin,0.14.0,pom,Maven Central
com.freeletics.gradle.android,com.freeletics.gradle.android.gradle.plugin,0.14.0,pom,Maven Central
com.freeletics.gradle.android.app,com.freeletics.gradle.android.app.gradle.plugin,0.14.0,pom,Maven Central
ru.astrainteractive.gradleplugin.android.namespaces,ru.astrainteractive.gradleplugin.android.namespaces.gradle.plugin,1.3.3,pom,Maven Central
io.github.lyxnx.gradle.android-room,io.github.lyxnx.gradle.android-room.gradle.plugin,1.3.2,pom,Maven Central
io.github.lyxnx.gradle.android-compose-ui,io.github.lyxnx.gradle.android-compose-ui.gradle.plugin,1.3.2,pom,Maven Central
io.github.lyxnx.gradle.android-compose-compiler,io.github.lyxnx.gradle.android-compose-compiler.gradle.plugin,1.3.2,pom,Maven Central
com.sunxiaodou.android.mask.kcp,com.sunxiaodou.android.mask.kcp.gradle.plugin,0.0.10,pom,Maven Central
com.sunxiaodou.android.mask,com.sunxiaodou.android.mask.gradle.plugin,0.0.10,pom,Maven Central
io.appmetrica.gradle.android-library,io.appmetrica.gradle.android-library.gradle.plugin,2.0.0-beta+90,pom,Maven Central
io.appmetrica.gradle.android-codequality,io.appmetrica.gradle.android-codequality.gradle.plugin,2.0.0-beta+90,pom,Maven Central
io.github.lyxnx.gradle.android-library,io.github.lyxnx.gradle.android-library.gradle.plugin,1.1.2,pom,Maven Central
io.github.lyxnx.gradle.android-config,io.github.lyxnx.gradle.android-config.gradle.plugin,1.1.2,pom,Maven Central
io.github.lyxnx.gradle.android-application,io.github.lyxnx.gradle.android-application.gradle.plugin,1.1.2,pom,Maven Central
net.twisterrob.gradle.plugin.android-test,net.twisterrob.gradle.plugin.android-test.gradle.plugin,0.17,pom,Maven Central
net.twisterrob.gradle.plugin.android-library,net.twisterrob.gradle.plugin.android-library.gradle.plugin,0.17,pom,Maven Central
net.twisterrob.gradle.plugin.android-app,net.twisterrob.gradle.plugin.android-app.gradle.plugin,0.17,pom,Maven Central
io.github.lyxnx.gradle.android-hilt,io.github.lyxnx.gradle.android-hilt.gradle.plugin,1.1.1,pom,Maven Central
io.github.usefulness.licensee-for-android,io.github.usefulness.licensee-for-android.gradle.plugin,0.2.2,pom,Maven Central
org.bytedeco,depthai,2.24.0-1.5.10,jar,Maven Central
org.bytedeco,bullet,3.25-1.5.10,jar,Maven Central
org.bytedeco,tensorflow-lite,2.15.0-1.5.10,jar,Maven Central
io.github.lyxnx.gradle.android-firebase,io.github.lyxnx.gradle.android-firebase.gradle.plugin,1.0.1,pom,Maven Central
io.github.lyxnx.gradle.android.room-config,io.github.lyxnx.gradle.android.room-config.gradle.plugin,2024.01.12,pom,Maven Central
io.github.lyxnx.gradle.android.hilt-config,io.github.lyxnx.gradle.android.hilt-config.gradle.plugin,2024.01.12,pom,Maven Central
io.github.lyxnx.gradle.android.firebase-config,io.github.lyxnx.gradle.android.firebase-config.gradle.plugin,2024.01.12,pom,Maven Central
io.github.lyxnx.gradle.android.compose-config,io.github.lyxnx.gradle.android.compose-config.gradle.plugin,2024.01.12,pom,Maven Central
io.morfly.airin.android,io.morfly.airin.android.gradle.plugin,0.5.2,pom,Maven Central
de.mannodermaus.android-junit5,de.mannodermaus.android-junit5.gradle.plugin,1.10.0.0,pom,Maven Central
com.freeletics.gradle.legacy-android,com.freeletics.gradle.legacy-android.gradle.plugin,0.6.1,pom,Maven Central
com.freeletics.gradle.domain-android,com.freeletics.gradle.domain-android.gradle.plugin,0.6.1,pom,Maven Central
com.freeletics.gradle.core-android,com.freeletics.gradle.core-android.gradle.plugin,0.6.1,pom,Maven Central
com.freeletics.gradle.common.android,com.freeletics.gradle.common.android.gradle.plugin,0.6.1,pom,Maven Central
com.freeletics.gradle.common.android.app,com.freeletics.gradle.common.android.app.gradle.plugin,0.6.1,pom,Maven Central
io.github.lyxnx.android-room-config,io.github.lyxnx.android-room-config.gradle.plugin,2023.09.09,pom,Maven Central
io.github.lyxnx.android-hilt-config,io.github.lyxnx.android-hilt-config.gradle.plugin,2023.09.09,pom,Maven Central
io.github.lyxnx.android-firebase-config,io.github.lyxnx.android-firebase-config.gradle.plugin,2023.09.09,pom,Maven Central
io.github.lyxnx.android-compose-config,io.github.lyxnx.android-compose-config.gradle.plugin,2023.09.09,pom,Maven Central
io.github.lyxnx.android-catalogs-config,io.github.lyxnx.android-catalogs-config.gradle.plugin,2023.09.09,pom,Maven Central
rocks.frieler.android.release,rocks.frieler.android.release.gradle.plugin,0.4.0,pom,Maven Central
com.mxalbert.gradle.jacoco-android,com.mxalbert.gradle.jacoco-android.gradle.plugin,0.2.1,pom,Maven Central
com.broeskamp.monorepo.gradle.plugin.kotlin-android,com.broeskamp.monorepo.gradle.plugin.kotlin-android.gradle.plugin,0.2.1,pom,Maven Central
com.eygraber.gradle.dependency-attribution-android,com.eygraber.gradle.dependency-attribution-android.gradle.plugin,0.0.5,pom,Maven Central
net.volcanomobile.fluidsynth-android,fluidsynth-android,2.3.3,aar,Maven Central
com.freeletics.gradle.base.android,com.freeletics.gradle.base.android.gradle.plugin,0.1.11,pom,Maven Central
io.github.furutuki.android-svg-transcoder,io.github.furutuki.android-svg-transcoder.gradle.plugin,0.1.1,pom,Maven Central
com.eygraber.gradle-android-library,com.eygraber.gradle-android-library.gradle.plugin,0.0.24,pom,Maven Central
land.sungbin.android.autosigning.plugin,land.sungbin.android.autosigning.plugin.gradle.plugin,1.0.1,pom,Maven Central
me.2bab.koncat.android.lib,me.2bab.koncat.android.lib.gradle.plugin,2.1.0,pom,Maven Central
me.2bab.koncat.android.app,me.2bab.koncat.android.app.gradle.plugin,2.1.0,pom,Maven Central
com.glovoapp.android-versioning,com.glovoapp.android-versioning.gradle.plugin,1.1.10,pom,Maven Central
ru.mobileup.code-quality-android,ru.mobileup.code-quality-android.gradle.plugin,1.2.0,pom,Maven Central
com.github.android-password-store.binary-compatibility,com.github.android-password-store.binary-compatibility.gradle.plugin,0.0.2,N/A,Maven Central
com.github.android-password-store.versioning-plugin,com.github.android-password-store.versioning-plugin.gradle.plugin,0.0.2,pom,Maven Central
com.github.android-password-store.psl-plugin,com.github.android-password-store.psl-plugin.gradle.plugin,0.0.2,pom,Maven Central
com.github.android-password-store.spotless,com.github.android-password-store.spotless.gradle.plugin,0.0.2,pom,Maven Central
com.github.android-password-store.kotlin-library,com.github.android-password-store.kotlin-library.gradle.plugin,0.0.2,pom,Maven Central
com.github.android-password-store.sentry,com.github.android-password-store.sentry.gradle.plugin,0.0.2,pom,Maven Central
com.github.android-password-store.kotlin-kapt,com.github.android-password-store.kotlin-kapt.gradle.plugin,0.0.2,pom,Maven Central
com.github.android-password-store.rename-artifacts,com.github.android-password-store.rename-artifacts.gradle.plugin,0.0.2,pom,Maven Central
com.github.android-password-store.kotlin-common,com.github.android-password-store.kotlin-common.gradle.plugin,0.0.2,pom,Maven Central
com.github.android-password-store.bouncycastle-dependency,com.github.android-password-store.bouncycastle-dependency.gradle.plugin,0.0.2,pom,Maven Central
com.github.android-password-store.crowdin-plugin,com.github.android-password-store.crowdin-plugin.gradle.plugin,0.0.2,pom,Maven Central
com.cooladata.android,android-sdk,2.4.2,aar,Maven Central
io.hkhc.jarbird-android,io.hkhc.jarbird-android.gradle.plugin,0.7.0,pom,Maven Central
io.voiapp.android.buildscripts,io.voiapp.android.buildscripts.gradle.plugin,0.8.8,pom,Maven Central
com.nativelibs4java,bridj,0.7.0,bundle,Maven Central
com.didiglobal.booster,booster-android-instrument-toast,5.0.0,jar,Maven Central
com.didiglobal.booster,booster-android-instrument-thread,5.0.0,jar,Maven Central
com.didiglobal.booster,booster-android-instrument-res-check,5.0.0,jar,Maven Central
com.didiglobal.booster,booster-android-instrument-media-player,5.0.0,jar,Maven Central
com.didiglobal.booster,booster-android-instrument-logcat,5.0.0,jar,Maven Central
com.didiglobal.booster,booster-android-instrument-activity-thread,5.0.0,jar,Maven Central
com.didiglobal.booster,booster-android-instrument-finalizer-watchdog-daemon,5.0.0,jar,Maven Central
com.didiglobal.booster,booster-android-instrument,5.0.0,jar,Maven Central
com.didiglobal.booster,booster-android-gradle-v8_2,5.0.0,jar,Maven Central
com.didiglobal.booster,booster-android-gradle-v8_1,5.0.0,jar,Maven Central
com.didiglobal.booster,booster-android-gradle-v8_0,5.0.0,jar,Maven Central
com.didiglobal.booster,booster-android-gradle-api,5.0.0,jar,Maven Central
com.didiglobal.booster,booster-android-gradle-compat,5.0.0,jar,Maven Central
com.didiglobal.booster,booster-android-api,5.0.0,jar,Maven Central
com.intuit.playerui,j2v8-android,0.8.0-next.1,jar,Maven Central
com.intuit.playerui,j2v8-android-debug,0.8.0-next.1,jar,Maven Central
com.qcloud.cos,cos-android-lite,5.9.32,aar,Maven Central
com.qcloud.cos,cos-android-lite-nobeacon,5.9.32,aar,Maven Central
com.qcloud.cos,cos-android-nobeacon,5.9.32,aar,Maven Central
com.qcloud.cos,cos-android,5.9.32,aar,Maven Central
com.qcloud.cos,qcloud-cos-android-base,5.9.30,aar,Maven Central
com.gluonhq.attach,util,4.0.21,jar,Maven Central
com.github.skydoves,colorpicker-compose-android,1.1.2,aar,Maven Central
dev.chrisbanes.haze,haze-android,0.9.0-alpha03,aar,Maven Central
dev.chrisbanes.haze,haze-materials-android,0.9.0-alpha03,aar,Maven Central
com.wootric,wootric-sdk-android,2.27.0,aar,Maven Central
com.amazonaws,aws-android-sdk-translate,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-transcribe,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-textract,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-sqs,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-sns,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-ses,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-sdb,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-sagemaker-runtime,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-s3,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-rekognition,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-polly,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-pinpoint,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-mobile-client,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-machinelearning,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-logs,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-location,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-lex,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-lambda,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-kms,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-kinesisvideo-webrtcstorage,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-kinesisvideo-signaling,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-kinesisvideo-archivedmedia,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-kinesisvideo,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-kinesis,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-iot,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-ec2,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-ddb-mapper,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-ddb-document,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-ddb,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-core,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-connectparticipant,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-connect,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-comprehend,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-cognitoidentityprovider-asf,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-cognitoidentityprovider,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-cognitoauth,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-cloudwatch,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-chimesdkmessaging,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-chimesdkidentity,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-auth-userpools,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-auth-ui,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-auth-google,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-auth-facebook,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-auth-core,2.76.0,aar,Maven Central
com.amazonaws,aws-android-sdk-apigateway-core,2.76.0,aar,Maven Central
com.google.android.horologist,horologist-network-awareness-ui,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-network-awareness-okhttp,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-network-awareness-db,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-network-awareness,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-media-ui,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-media3-outputswitcher,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-media3-logging,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-media-data,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-media3-backend,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-audio-ui,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-audio,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-images-coil,0.6.16,aar,Maven Central
